296.928570 15.183000
303.908780 15.090000
315.901980 15.040000
324.838060 15.000000
326.840260 15.206000
326.848360 15.208000
331.881540 15.089000
342.831690 14.964000
354.872920 14.945000
355.831310 15.174000
365.755630 15.125000
371.819180 15.064000
375.870450 15.004000
379.795710 15.213000
383.746370 15.013000
385.838950 15.216000
388.852720 15.228000
389.756910 14.995000
392.826780 14.986000
396.683340 15.073000
399.764710 15.100000
402.710680 15.099000
403.628670 15.211000
404.736160 14.964000
406.751640 15.189000
410.774900 14.935000
414.717160 15.137000
416.666940 14.952000
417.824830 15.176000
421.699590 15.146000
429.621820 15.189000
429.645120 15.203000
431.757400 14.989000
433.682780 15.086000
435.716170 15.198000
437.812350 15.013000
446.789380 15.044000
451.633550 15.021000
468.799260 15.165000
476.654230 15.162000
482.654220 15.167000
485.698220 15.178000
489.738220 15.089000
491.588220 15.184000
495.576120 15.120000
498.606230 15.085000
503.571840 15.201000
508.571750 15.022000
512.576470 15.239000
517.540190 15.050000
535.562100 15.123000
562.536130 15.202000
705.874100 14.966000
727.883560 15.221000
729.859340 15.049000
730.731540 15.225000
741.765840 15.090000
748.777480 15.229000
754.764420 15.230000
759.825370 15.166000
762.669140 15.137000
772.845530 15.131000
775.840500 15.097000
780.651850 15.194000
783.631720 15.183000
786.615200 15.214000
786.702000 15.225000
788.743180 15.009000
792.690240 15.222000
797.585590 14.997000
799.806380 15.004000
802.749750 15.014000
808.826900 14.980000
811.863380 14.955000
812.743270 15.111000
818.817930 15.143000
821.802620 15.149000
825.794990 15.143000
828.635780 15.192000
833.744160 15.199000
837.708450 15.137000
837.719450 15.125000
842.607630 15.208000
845.612930 15.202000
851.742520 15.194000
857.753520 15.201000
862.723220 15.057000
870.641140 14.990000
875.569060 15.222000
878.604770 15.210000
884.533800 15.219000
894.556750 14.951000
900.536190 14.952000
904.643520 15.183000
931.502360 15.220000
1003.937080 14.974000
1004.909190 15.179000
1010.942810 15.217000
1021.898960 15.033000
1032.839380 14.980000
1037.813580 15.206000
1039.830980 15.085000
1059.847850 14.952000
1064.752030 15.128000
1068.772010 14.959000
1071.788600 14.977000
1075.810180 15.227000
1077.731970 14.991000
1079.730250 15.084000
1081.709440 15.207000
1084.699720 15.220000
1086.694410 14.992000
1088.702790 15.046000
1090.779880 15.219000
1091.757470 15.017000
1093.799250 15.225000
1096.680930 15.217000
1098.684510 15.054000
1108.811120 15.217000
1111.782500 15.211000
1114.712970 15.200000
1117.646840 15.188000
1120.629510 15.188000
1127.606540 14.941000
1128.671730 15.179000
1129.638020 15.163000
1130.777110 14.995000
1133.669180 14.971000
1137.808240 15.203000
1142.660790 14.997000
1148.579130 15.003000
1148.692130 15.030000
1149.644920 15.230000
1151.670300 15.031000
1153.616780 15.052000
1154.812870 15.069000
1156.641950 15.027000
1158.732430 15.225000
1162.653400 15.003000
1168.764140 14.957000
1170.675530 15.210000
1172.839710 15.147000
1174.643500 14.950000
1176.619480 15.179000
1181.669950 15.156000
1186.678720 14.965000
1190.663200 15.193000
1191.668490 15.141000
1193.591680 15.196000
1195.684670 14.986000
1197.626260 15.123000
1198.636660 14.984000
1200.665950 15.095000
1202.605350 15.210000
1204.617840 14.982000
1206.641140 15.050000
1208.668530 15.218000
1210.621930 14.998000
1212.610020 15.043000
1217.704220 15.216000
1220.658620 15.218000
1224.613020 15.011000
1227.615920 14.976000
1231.602930 15.111000
1234.644240 15.118000
1237.634650 15.145000
1240.597760 15.120000
1242.604060 14.956000
1244.591370 15.182000
1246.620980 15.157000
1254.581920 14.983000
1256.539830 15.146000
1258.544050 15.189000
1264.537090 15.220000
1266.525400 14.994000
1268.525910 15.075000
1272.554050 15.021000
1274.519560 15.058000
1276.526180 15.219000
1278.545590 15.042000
1280.543110 15.018000
1282.510330 15.226000
1284.516050 15.053000
1290.495900 15.078000
1297.516970 15.192000
1300.509300 15.200000
1310.492890 14.948000
1330.480790 15.056000
1348.914340 14.941000
1354.915790 14.954000
1367.857570 15.181000
1374.900510 15.018000
1381.917440 15.072000
1384.815750 15.036000
1388.808060 15.188000
1390.855060 15.078000
1395.885270 14.958000
1402.909280 15.178000
1415.873870 15.117000
1416.837970 14.957000
1417.897770 15.195000
1424.843050 15.079000
1438.829090 15.238000
1442.793970 15.017000
1447.768640 15.231000
1453.847290 15.216000
1455.740580 15.100000
1459.739850 15.220000
1463.700020 14.967000
1465.710700 15.208000
1468.621970 15.172000
1470.643260 15.125000
1472.665140 14.950000
1477.663390 15.152000
1479.649770 15.163000
1480.671360 15.156000
1482.649840 15.191000
1484.659920 14.967000
1490.674960 14.993000
1494.617220 15.219000
1496.636600 15.014000
1498.627380 15.081000
1499.603770 14.988000
1501.610550 15.065000
1524.631530 15.277000
1526.634510 15.140000
1528.630190 14.975000
1530.655370 15.205000
1532.620060 15.146000
1538.584210 15.164000
1547.609840 15.206000
1549.627630 15.003000
1551.650120 15.106000
1553.639110 15.218000
1555.619100 14.992000
1558.630480 15.021000
1561.635070 15.018000
1563.635160 15.046000
1565.630950 15.225000
1567.650250 15.039000
1569.634340 15.013000
1571.634240 15.236000
1577.675220 15.230000
1579.673220 15.107000
1581.658620 14.970000
1583.652020 15.206000
1585.654520 15.129000
1587.650220 14.959000
1589.660420 15.188000
1591.649720 15.168000
1597.617930 15.168000
1600.605540 15.178000
1605.556950 14.966000
1608.569570 14.969000
1611.557980 14.976000
1615.553900 15.209000
1618.565110 15.216000
1621.532130 15.206000
1622.536240 15.064000
1625.551360 15.048000
1628.537480 15.034000
1633.529310 15.220000
1640.518370 14.996000
1644.511300 15.091000
1653.525980 15.118000
1656.524410 15.137000
1659.500540 15.152000
1711.921930 14.968000
1730.900460 15.223000
1749.890650 14.968000
1759.832570 15.153000
1763.792980 15.136000
1766.873480 15.146000
1771.871280 15.194000
1774.827880 15.189000
1779.778770 14.987000
1783.800670 15.223000
1785.785460 15.016000
1788.773850 15.017000
1792.798440 15.229000
1795.807130 15.239000
1804.793290 15.219000
1809.810360 15.132000
1811.788740 14.978000
1813.784730 15.197000
1815.767220 15.146000
1818.761900 15.170000
1821.759770 15.175000
1823.747160 14.975000
1825.712140 15.175000
1827.738830 15.171000
1830.741200 15.170000
1833.735680 15.198000
1835.728860 14.995000
1838.744030 15.006000
1842.820290 15.208000
1844.724970 15.011000
1845.807160 15.236000
1848.641230 15.215000
1848.821130 15.236000
1854.613380 15.220000
1854.831570 15.225000
1858.585430 15.041000
1860.590710 15.172000
1862.594490 15.046000
1865.611060 15.065000
1867.613140 15.025000
1869.590320 15.242000
1871.652500 15.114000
1873.664180 14.992000
1875.618160 15.219000
1879.600620 14.982000
1881.625900 15.201000
1883.618380 15.149000
1886.621360 15.160000
1887.612450 15.185000
